Episode,Reward,Steps,RedLightViolations,ObstacleCollisions
3642,86,51,6,1
3643,84,44,6,0
3644,148,56,6,1
3645,152,54,6,0
3646,142,51,6,0
3647,84,50,7,0
3648,140,50,5,0
3649,36,52,8,0
3650,150,55,6,0
3651,32,50,7,1
3652,140,50,5,0
3653,134,45,6,0
3654,98,57,8,0
3655,92,54,8,0
3656,26,45,8,1
3657,146,49,6,5
3658,40,56,7,5
3659,94,55,6,0
3660,136,44,5,0
3661,92,56,6,1
3662,100,54,7,4
3663,88,50,7,1
3664,130,45,6,1
3665,48,54,8,0
3666,130,45,6,5
3667,42,49,8,2
3668,-6,55,9,0
3669,140,50,6,0
3670,82,45,7,0
3671,156,64,7,0
3672,152,54,6,0
3673,80,44,6,0
3674,152,54,6,0
3675,82,43,6,0
3676,132,52,5,1
3677,42,49,8,0
3678,94,55,7,0
3679,80,44,5,0
3680,150,55,6,1
3681,86,45,7,0
3682,156,62,7,0
3683,128,44,5,2
3684,0,62,8,0
3685,32,44,7,0
3686,94,55,7,5
3687,90,53,7,0
3688,144,54,6,6
3689,144,52,6,0
3690,98,55,6,0
3691,136,44,5,0
3692,102,63,7,0
3693,140,50,5,0
3694,78,45,6,1
3695,96,54,7,1
3696,134,45,6,0
3697,100,54,7,1
3698,92,50,7,0
3699,138,53,7,0
3700,44,54,8,1
3701,130,45,6,1
3702,138,49,6,6
3703,96,54,7,1
3704,32,50,8,1
3705,88,52,6,1
3706,44,56,7,0
3707,100,54,7,0
3708,134,45,6,0
3709,90,49,7,0
3710,152,54,6,0
3711,80,50,7,2
3712,134,51,6,5
3713,86,51,7,3
3714,92,50,7,0
3715,26,43,7,3
3716,140,50,5,0
3717,140,50,6,0
3718,82,43,6,0
3719,140,50,6,0
3720,130,45,6,5
3721,36,48,6,5
3722,-6,55,8,0
3723,84,44,6,3
3724,96,56,8,0
3725,146,49,6,0
3726,100,56,7,0
3727,142,49,6,1
3728,150,55,6,0
3729,130,45,6,1
3730,-12,54,9,1
3731,88,52,6,0
3732,142,49,6,1
3733,150,55,6,0
3734,82,45,7,0
3735,98,55,7,10
3736,92,50,6,0
3737,140,50,6,0
3738,90,51,7,0
3739,136,44,5,0
3740,94,55,6,5
3741,132,52,6,2
3742,150,55,6,0
3743,88,50,7,0
3744,26,45,7,0
3745,100,54,6,0
3746,-10,53,9,5
3747,96,56,6,1
3748,154,57,7,0
3749,150,55,6,0
3750,-74,51,6,1
3751,82,45,7,0
3752,100,56,7,0
3753,152,54,6,0
3754,140,52,6,0
3755,-48,64,11,0
3756,104,62,7,0
3757,30,43,6,0
3758,28,44,7,1
3759,94,57,9,0
3760,-12,56,9,3
3761,98,55,7,5
3762,-74,43,6,0
3763,80,44,5,1
3764,102,55,7,0
3765,88,50,7,0
3766,28,44,6,0
3767,88,48,6,1
3768,150,55,6,0
3769,140,52,6,0
3770,150,57,7,0
3771,148,54,6,1
3772,140,50,6,0
3773,136,50,6,1
3774,22,45,8,1
3775,152,54,6,0
3776,86,51,6,6
3777,140,50,6,0
3778,28,44,6,0
3779,152,54,6,0
3780,36,52,6,0
3781,48,56,8,5
3782,-52,56,10,4
3783,146,55,6,5
3784,34,51,8,1
3785,84,52,7,0
3786,100,54,6,0
3787,84,44,6,0
3788,40,48,7,0
3789,154,55,6,0
3790,88,52,7,5
3791,42,49,7,0
3792,150,55,6,0
3793,140,50,6,0
3794,130,45,5,1
3795,-10,49,8,0
3796,92,48,6,5
3797,146,49,6,5
3798,98,55,7,0
3799,134,45,6,0
3800,44,54,7,0
3801,84,52,7,5
3802,96,54,7,5
3803,80,44,6,0
3804,100,54,7,0
3805,88,50,7,1
3806,-22,43,8,0
3807,22,43,7,1
3808,140,52,6,0
3809,100,54,7,0
3810,136,44,5,0
3811,142,49,6,1
3812,-4,54,8,3
3813,88,50,6,2
3814,42,51,8,0
3815,134,45,6,0
3816,100,54,7,0
3817,88,50,7,0
3818,140,50,6,0
3819,138,51,5,0
3820,30,45,8,0
3821,52,54,7,0
3822,18,45,7,2
3823,96,56,6,0
3824,98,57,8,2
3825,152,54,6,0
3826,142,53,7,0
3827,46,57,7,0
3828,150,55,6,0
3829,140,52,6,0
3830,146,57,7,1
3831,100,56,7,0
3832,-64,54,10,1
3833,32,50,7,0
3834,90,51,6,0
3835,136,52,6,5
3836,4,64,10,0
3837,92,56,7,2
3838,154,63,7,0
3839,134,45,6,0
3840,100,54,7,0
3841,92,50,6,0
3842,140,50,6,0
3843,142,51,6,0
3844,92,50,7,0
3845,134,45,6,0
3846,46,55,7,2
3847,34,51,8,0
3848,82,45,7,0
3849,148,56,7,0
3850,40,48,6,0
3851,88,48,6,5
3852,46,57,9,5
3853,36,54,7,8
3854,142,51,6,0
3855,138,51,6,0
3856,36,50,8,1
3857,136,44,5,0
3858,92,56,7,0
3859,98,55,6,0
3860,144,50,6,0
3861,30,53,9,0
3862,-18,49,8,1
3863,146,55,6,1
3864,86,51,7,0
3865,30,45,8,0
3866,146,57,7,1
3867,146,49,6,0
3868,46,63,9,0
3869,74,45,7,1
3870,92,56,7,3
3871,152,54,6,0
3872,92,50,7,0
3873,134,45,6,0
3874,152,56,6,0
3875,98,55,7,0
3876,140,52,6,0
3877,112,78,8,1
3878,80,50,7,1
3879,90,51,7,0
3880,140,50,6,0
3881,86,53,8,1
3882,94,57,8,1
3883,150,65,9,0
3884,38,55,9,0
3885,36,50,7,0
3886,86,59,8,0
3887,82,45,7,0
3888,152,54,6,0
3889,34,51,6,0
3890,136,50,6,5
3891,138,51,6,1
3892,30,45,7,0
3893,96,56,7,1
3894,98,55,7,0
3895,28,50,8,6
3896,140,50,6,0
3897,130,45,5,1
3898,48,54,8,2
3899,80,44,6,0
3900,110,63,8,0
3901,30,45,7,2
3902,94,49,7,0
3903,146,49,6,0
3904,148,54,6,1
3905,136,44,5,0
3906,90,49,7,0
3907,44,54,7,1
3908,140,50,6,0
3909,78,45,7,5
3910,148,56,6,0
3911,-4,54,9,0
3912,140,50,6,0
3913,134,45,6,0
3914,148,56,6,5
3915,100,54,7,0
3916,88,50,7,5
3917,130,45,6,1
3918,94,49,7,0
3919,-64,54,9,5
3920,142,51,6,1
3921,80,44,6,0
3922,142,49,6,1
3923,106,63,8,0
3924,-4,58,9,0
3925,-68,50,10,0
3926,30,51,7,0
3927,142,59,6,0
3928,140,52,6,0
3929,100,54,6,0
3930,80,44,6,0
3931,100,54,6,0
3932,140,50,6,0
3933,30,51,8,2
3934,136,52,6,5
3935,102,63,7,0
3936,134,45,6,0
3937,98,63,7,0
3938,88,50,6,0
3939,84,50,7,0
3940,78,45,7,0
3941,156,62,6,2
3942,134,45,6,0
3943,44,56,8,5
3944,94,49,7,0
3945,84,48,5,6
3946,94,55,8,5
3947,82,45,6,1
3948,148,56,6,0
3949,-66,49,9,2
3950,46,55,7,0
3951,86,53,8,0
3952,146,49,6,0
3953,-68,48,8,1
3954,40,56,8,5
3955,96,56,7,0
3956,152,54,6,0
3957,134,45,6,0
3958,-70,47,8,0
3959,132,44,5,5
3960,42,55,7,1
3961,40,50,7,0
3962,130,45,6,2
3963,152,54,6,0
3964,126,45,6,6
3965,102,55,7,0
3966,92,50,7,0
3967,74,45,7,1
3968,148,56,6,0
3969,46,55,8,1
3970,136,50,6,1
3971,144,50,6,0
3972,140,52,6,0
3973,152,54,6,0
3974,134,53,7,2
3975,-2,57,9,0
3976,150,55,6,0
3977,84,52,7,0
3978,150,55,6,0
3979,90,51,7,0
3980,138,51,6,0
3981,80,44,6,0
3982,100,54,6,0
3983,-104,58,11,0
3984,82,45,6,0
3985,146,49,6,0
3986,100,54,7,2
3987,82,45,7,0
3988,100,56,7,0
3989,138,57,6,12
3990,156,72,8,0
3991,152,54,6,0
3992,80,44,6,0
3993,94,49,7,0
3994,-64,48,8,0
3995,44,54,7,1
3996,92,50,7,0
3997,134,45,6,0
3998,44,56,7,0
3999,40,56,8,2
4000,148,54,6,5
4001,92,50,6,0
4002,34,51,7,0
4003,88,52,7,0
4004,148,56,5,0
4005,98,57,8,0
4006,148,56,6,0
4007,86,49,7,6
4008,90,49,7,1
4009,90,49,7,0
4010,142,49,6,1
4011,148,56,6,0
4012,34,49,8,6
4013,146,49,6,0
4014,142,49,6,1
4015,44,54,8,0
4016,144,58,7,0
4017,134,45,6,0
4018,96,56,5,1
4019,146,55,6,10
4020,84,44,5,0
4021,150,55,6,0
4022,138,53,7,0
4023,38,55,8,2
4024,-68,50,10,1
4025,34,51,7,0
4026,134,45,6,0
4027,48,54,8,0
4028,-18,45,9,0
4029,150,55,6,0
4030,26,45,8,3
4031,46,55,7,0
4032,36,50,7,1
4033,74,45,7,1
4034,146,55,6,5
4035,134,45,6,0
4036,48,54,8,0
4037,134,45,6,0
4038,90,49,6,0
4039,152,56,6,0
4040,100,54,6,0
4041,86,51,6,0
4042,88,52,7,0
4043,152,56,6,0
4044,52,54,7,5
4045,142,51,6,0
4046,-26,45,7,0
4047,152,62,7,2
4048,88,52,6,0
4049,92,56,7,0
4050,96,54,7,5
4051,138,51,6,0
4052,140,50,6,5
4053,24,52,7,0
4054,100,62,8,5
4055,80,44,6,1
4056,86,49,7,1
4057,152,54,6,0
4058,84,52,6,5
4059,104,56,7,0
4060,42,57,9,0
4061,152,54,6,0
4062,140,52,6,0
4063,-14,49,8,0
4064,50,55,8,0
4065,88,50,7,0
4066,26,45,7,0
4067,146,57,7,5
4068,94,55,7,0
4069,136,44,5,0
4070,152,54,6,0
4071,36,50,8,0
4072,136,50,7,1
4073,-26,45,7,0
4074,146,55,6,1
4075,138,51,6,0
4076,82,51,6,5
4077,36,50,8,1
4078,140,50,6,0
4079,90,51,7,0
4080,82,45,7,0
4081,100,56,7,0
4082,90,57,8,0
4083,150,55,6,0
4084,-14,51,8,0
4085,138,51,6,0
4086,88,50,7,4
4087,142,51,6,0
4088,80,44,5,2
4089,152,62,6,0
4090,134,45,6,0
4091,152,54,6,0
4092,134,53,7,0
4093,94,57,8,8
4094,48,54,8,0
4095,136,52,6,1
4096,96,54,6,6
4097,142,51,6,0
4098,140,50,6,0
4099,40,50,8,2
4100,136,44,5,0
4101,146,49,6,5
4102,152,54,6,0
4103,140,50,6,0
4104,92,50,7,0
4105,84,50,7,5
4106,88,50,6,0
4107,134,45,6,0
4108,84,48,6,2
4109,94,57,9,0
4110,94,49,7,0
4111,94,49,7,0
4112,-4,54,9,5
4113,78,45,7,0
4114,100,56,7,5
4115,144,56,6,1
4116,100,54,7,0
4117,134,45,6,0
4118,94,55,7,1
4119,132,44,5,1
4120,152,54,6,0
4121,140,50,6,0
4122,134,45,6,0
4123,90,49,7,0
4124,138,49,6,6
4125,90,49,7,0
4126,148,54,6,1
4127,140,50,6,0
4128,132,44,5,5
4129,42,55,6,0
4130,136,44,5,0
4131,148,56,5,5
4132,48,62,9,4
4133,32,50,7,0
4134,80,50,8,0
4135,82,45,7,0
4136,100,54,7,0
4137,42,59,7,0
4138,32,50,8,1
4139,90,51,7,5
4140,130,45,5,1
4141,90,49,6,0
4142,44,56,8,0
4143,-14,49,9,1
4144,48,54,8,0
4145,88,52,7,0
4146,48,54,8,0
4147,136,44,5,0
4148,100,56,6,0
4149,150,55,6,1
4150,134,45,6,0
4151,48,54,8,0
4152,82,45,7,0
4153,38,49,8,0
4154,98,55,7,5
4155,88,50,7,0
4156,88,50,7,0
4157,140,50,6,0
4158,84,44,6,0
4159,96,56,7,0
4160,38,47,7,4
4161,142,51,6,0
4162,86,51,7,1
4163,78,45,7,6
4164,100,54,7,0
4165,134,45,6,0
4166,90,49,6,0
4167,-4,54,8,0
4168,32,52,8,0
4169,148,56,6,5
4170,48,56,7,0
4171,50,55,7,0
4172,86,51,8,5
4173,134,45,6,0
4174,48,56,8,1
4175,52,56,8,0
4176,40,48,7,0
4177,94,57,8,1
4178,94,55,6,1
4179,32,50,7,1
4180,136,44,5,0
4181,148,54,5,5
4182,140,50,6,0
4183,136,44,5,0
4184,4,56,9,0
4185,100,54,7,0
4186,140,60,7,0
4187,-6,55,9,4
4188,-14,51,8,0
4189,78,43,5,1
4190,32,44,6,0
4191,142,57,7,1
4192,-6,55,9,0
4193,90,51,7,0
4194,126,45,6,6
4195,152,56,6,0
4196,42,49,7,5
4197,-8,54,8,0
4198,78,45,6,0
4199,92,48,6,3
4200,146,49,6,5
4201,96,54,6,0
4202,132,44,5,1
4203,146,57,7,0
4204,98,55,7,0
4205,-22,45,8,0
4206,54,63,9,0
4207,136,44,5,0
4208,94,49,7,0
4209,152,54,6,0
4210,132,44,5,1
4211,92,54,7,1
4212,84,50,6,5
4213,134,45,6,0
4214,152,54,6,0
4215,86,51,6,0
4216,90,53,8,0
4217,146,49,6,0
4218,100,56,7,1
4219,148,56,6,0
4220,100,54,7,5
4221,30,45,7,0
4222,94,49,7,0
4223,90,49,7,0
4224,150,55,6,0
4225,138,51,6,0
4226,82,45,6,0
4227,52,62,8,2
4228,78,45,6,1
4229,146,55,7,0
4230,144,58,6,0
4231,140,50,6,5
4232,84,44,6,0
4233,48,54,7,0
4234,-16,50,9,3
4235,76,44,5,5
4236,144,54,7,1
4237,134,53,7,0
4238,142,55,7,5
4239,78,43,6,4
4240,132,44,5,1
4241,-14,49,8,3
4242,150,55,6,0
4243,38,53,9,0
4244,-12,56,11,1
4245,-2,55,8,0
4246,138,53,7,0
4247,96,54,7,0
4248,36,52,8,0
4249,44,54,8,0
4250,134,45,6,0
4251,48,54,8,0
4252,140,50,6,0
4253,130,45,6,1
4254,88,48,5,1
4255,94,55,7,1
4256,84,44,5,0
4257,94,49,6,0
4258,46,55,7,0
4259,30,45,8,0
4260,-2,57,10,0
4261,152,54,6,5
4262,84,50,7,0
4263,-22,51,8,1
4264,134,45,6,0
4265,88,48,6,1
4266,6,63,9,0
4267,86,51,7,1
4268,84,44,5,0
4269,86,49,7,6
4270,150,55,6,0
4271,40,60,9,0
4272,48,56,6,0
4273,42,55,8,5
4274,138,51,6,0
4275,134,45,6,0
4276,152,54,6,0
4277,-14,51,9,0
4278,136,44,5,0
4279,146,55,6,10
4280,32,52,8,5
4281,152,54,6,0
4282,134,45,6,0
4283,44,54,7,0
4284,140,50,6,0
4285,88,50,7,1
4286,132,44,5,1
4287,90,49,7,1
4288,46,57,9,0
4289,94,57,8,0
4290,30,49,8,1
4291,104,62,8,0
4292,136,50,5,5
4293,136,44,5,0
4294,100,54,6,0
4295,134,45,6,0
4296,98,55,7,0
4297,-20,50,7,0
4298,30,45,8,0
4299,150,63,7,5
4300,34,51,8,0
4301,134,45,6,0
4302,108,62,7,0
4303,144,52,6,0
4304,-8,56,8,6
4305,104,62,8,0
4306,84,44,6,0
4307,90,57,7,6
4308,46,57,9,0
4309,100,54,7,0
4310,138,51,6,5
4311,136,52,6,0
4312,-14,49,8,0
4313,48,54,8,1
4314,88,50,6,5
4315,134,45,6,0
4316,152,54,6,0
4317,86,51,7,1
4318,132,44,5,1
4319,152,54,6,6
4320,140,50,6,0
4321,134,45,6,0
4322,150,55,6,0
4323,34,45,7,0
4324,42,57,9,0
4325,48,54,8,0
4326,90,51,6,0
4327,82,45,6,0
4328,100,62,7,0
4329,136,50,6,1
4330,142,51,6,0
4331,82,45,7,0
4332,148,56,5,1
4333,100,54,7,0
4334,134,45,6,0
4335,100,54,7,0
4336,30,45,6,1
4337,50,63,9,0
4338,-26,43,8,0
4339,82,43,5,0
4340,78,45,7,5
4341,94,49,6,0
4342,100,56,7,0
4343,4,62,9,0
4344,78,43,6,1
4345,142,51,6,0
4346,84,44,5,0
4347,150,55,6,0
4348,80,44,6,5
4349,52,62,7,0
4350,92,50,7,0
4351,26,45,8,0
4352,100,62,8,5
4353,82,43,6,0
4354,78,45,7,1
4355,-10,55,8,0
4356,136,50,6,1
4357,142,51,6,0
4358,32,50,7,0
4359,140,50,6,1
4360,140,50,6,0
4361,96,58,8,0
4362,132,44,5,1
4363,100,54,6,5
4364,84,44,5,0
4365,152,56,6,0
4366,-4,54,9,0
4367,-16,50,8,0
4368,90,51,7,5
4369,138,51,6,0
4370,28,44,7,5
4371,100,56,7,5
4372,148,54,6,5
4373,-68,50,9,5
4374,140,50,5,0
4375,134,45,6,0
4376,-6,55,8,0
4377,134,53,8,0
4378,42,49,8,0
4379,96,54,7,0
4380,140,50,6,0
4381,-12,50,7,0
4382,136,44,5,0
4383,148,62,7,1
4384,126,45,6,6
4385,96,54,7,1
4386,86,51,6,2
4387,82,45,7,0
4388,148,54,6,1
4389,136,52,6,1
4390,142,49,6,1
4391,98,55,7,5
4392,136,52,6,1
4393,44,64,9,6
4394,98,63,6,2
4395,36,52,8,2
4396,152,54,6,0
4397,128,44,5,2
4398,148,54,7,0
4399,90,51,7,0
4400,140,50,6,0
4401,24,42,6,1
4402,36,50,8,5
4403,134,45,6,0
4404,142,57,7,3
4405,44,54,8,5
4406,88,50,7,0
4407,128,44,5,2
4408,98,55,6,0
4409,80,44,5,0
4410,94,55,6,0
4411,78,45,7,1
4412,152,54,6,0
4413,-16,52,8,2
4414,154,63,7,1
4415,134,45,6,0
4416,94,55,7,1
4417,74,45,6,2
4418,90,49,7,0
4419,90,49,7,5
4420,146,57,7,1
4421,4,64,10,0
4422,-6,55,8,0
4423,78,45,7,1
4424,152,56,6,0
4425,150,55,6,0
4426,140,50,6,0
4427,134,51,6,1
4428,134,45,6,0
4429,148,56,6,0
4430,40,56,9,1
4431,48,56,7,0
4432,100,56,7,0
4433,102,55,7,0
4434,130,45,6,6
4435,-4,54,8,0
4436,34,51,8,0
4437,140,50,6,0
4438,80,44,6,5
4439,100,54,7,1
4440,140,50,6,1
4441,90,51,7,0
4442,130,45,6,5
4443,148,54,7,0
4444,128,44,5,2
4445,44,54,8,1
4446,-16,52,7,0
4447,142,49,6,1
4448,102,55,7,0
4449,-22,51,8,5
4450,90,51,7,0
4451,140,52,6,0
4452,152,54,6,0
4453,80,44,5,0
4454,148,56,5,0
4455,100,54,7,0
4456,82,45,7,0
4457,94,49,7,4
4458,96,54,7,0
4459,140,50,6,0
4460,134,45,6,0
4461,152,54,6,0
4462,-24,52,8,5
4463,100,56,7,0
4464,-6,57,9,0
4465,144,56,6,1
4466,42,55,7,1
4467,88,52,7,0
4468,-6,55,9,0
4469,78,45,5,5
4470,-120,48,8,0
4471,48,54,6,0
4472,138,51,6,0
4473,136,52,6,0
4474,-10,55,9,0
4475,82,45,7,0
4476,92,48,6,0
4477,94,49,7,0
4478,144,54,6,7
4479,134,45,6,0
4480,100,56,7,2
4481,98,57,9,0
4482,100,54,7,0
4483,86,51,7,5
4484,92,58,8,0
4485,134,45,6,0
4486,102,55,7,0
4487,140,50,6,0
4488,138,51,6,1
4489,134,45,6,0
4490,150,55,6,0
4491,44,50,8,0
4492,92,58,8,0
4493,32,52,8,0
4494,96,54,7,0
4495,134,45,6,0
4496,100,54,7,0
4497,30,51,7,3
4498,136,50,5,1
4499,34,51,7,0
4500,46,59,9,0
4501,82,51,6,1
4502,138,51,6,0
4503,140,50,6,0
4504,32,50,6,1
4505,82,45,6,1
4506,-4,56,8,0
4507,98,55,7,0
4508,28,44,7,0
4509,-58,55,10,7
4510,40,50,7,0
4511,86,45,7,0
4512,-54,55,9,0
4513,74,45,7,2
4514,142,49,7,0
4515,94,55,7,1
4516,32,52,8,2
4517,-56,56,9,2
4518,138,49,6,6
4519,152,54,6,0
4520,86,51,7,0
4521,134,45,6,0
4522,100,54,7,0
4523,134,53,7,1
4524,150,55,5,0
4525,132,44,5,5
4526,146,49,6,0
4527,44,56,7,5
4528,98,57,8,0
4529,42,57,8,0
4530,100,54,6,0
4531,30,45,8,1
4532,94,49,7,0
4533,48,56,8,1
4534,96,56,6,0
4535,104,62,8,0
4536,-32,42,6,1
4537,138,51,6,0
4538,90,51,7,0
4539,140,50,6,0
4540,132,44,5,1
4541,104,62,7,0
4542,136,44,5,0
4543,-6,55,9,1
4544,134,45,6,0
4545,96,54,7,1
4546,136,44,5,0
4547,148,56,6,0
4548,36,48,7,1
4549,94,57,7,5
4550,-4,54,7,0
4551,142,51,6,0
4552,78,45,7,5
4553,138,49,6,1
4554,92,56,7,1
4555,150,55,6,0
4556,74,45,7,2
4557,148,54,6,1
4558,88,50,7,0
4559,134,45,6,0
4560,146,55,4,1
4561,78,45,7,1
4562,42,55,7,4
4563,-18,45,8,0
4564,152,54,6,0
4565,136,44,5,0
4566,150,55,5,0
4567,138,53,7,0
4568,100,56,7,0
4569,148,54,6,1
4570,48,58,9,5
4571,84,50,6,6
4572,86,45,7,0
4573,98,57,8,0
4574,150,57,7,5
4575,44,54,7,0
4576,40,50,8,5
4577,78,45,7,1
4578,148,56,6,0
4579,96,54,7,1
4580,140,50,6,0
4581,82,51,7,1
4582,82,45,7,0
4583,96,54,7,0
4584,92,50,7,0
4585,92,50,7,0
4586,32,50,8,1
4587,134,45,6,0
4588,138,49,6,6
4589,50,57,8,0
4590,-56,54,9,0
4591,132,44,5,5
4592,-8,56,9,5
4593,148,56,6,0
4594,150,57,7,0
4595,152,54,6,0
4596,136,44,5,0
4597,50,55,8,0
4598,22,45,7,2
4599,46,57,8,4
4600,152,54,6,0
4601,88,52,7,0
4602,46,55,7,0
4603,140,50,6,0
4604,80,44,6,0
4605,138,49,7,1
4606,96,54,6,4
4607,136,44,5,0
4608,98,55,7,4
4609,80,44,6,1
4610,94,57,7,5
4611,144,54,5,1
4612,128,44,5,2
4613,44,54,8,0
4614,86,51,7,0
4615,140,50,6,5
4616,36,50,8,1
4617,138,51,6,0
4618,140,50,6,0
4619,134,45,6,0
4620,52,54,8,0
4621,132,44,5,1
4622,44,56,8,1
4623,92,56,7,0
4624,94,55,7,6
4625,134,45,6,0
4626,96,56,7,1
4627,100,56,6,0
4628,98,57,8,3
4629,152,56,6,0
4630,96,56,7,1
4631,100,56,7,0
4632,98,55,7,0
4633,134,53,6,0
4634,150,55,6,0
4635,32,44,7,0
4636,152,56,5,0
4637,156,62,6,0
4638,-10,51,9,0
4639,-60,60,11,1
4640,102,63,8,0
4641,92,50,6,0
4642,82,45,7,0
4643,100,62,8,0
4644,78,45,7,0
4645,146,49,6,0
4646,-14,55,9,0
4647,84,50,6,1
4648,138,51,6,0
4649,86,51,7,5
4650,138,51,6,0
4651,134,45,6,0
4652,98,55,7,1
4653,-26,45,9,1
4654,46,55,7,1
4655,134,45,6,0
4656,146,49,6,0
4657,152,54,6,0
4658,146,59,7,0
4659,88,50,7,0
4660,88,50,7,0
4661,134,45,6,0
4662,94,57,8,1
4663,142,49,6,1
4664,94,49,7,0
4665,48,56,6,0
4666,-60,54,9,1
4667,136,50,6,1
4668,82,45,7,0
4669,98,55,7,5
4670,80,44,6,3
4671,34,49,8,6
4672,100,54,7,0
4673,32,44,7,0
4674,152,54,6,0
4675,30,45,7,0
4676,148,54,6,1
4677,92,50,7,0
4678,84,44,6,0
4679,42,55,7,10
4680,136,50,6,1
4681,144,50,6,0
4682,72,44,6,6
4683,142,49,6,1
4684,142,49,6,5
4685,142,49,6,1
4686,142,49,6,1
4687,96,54,6,1
4688,84,50,7,7
4689,76,44,6,1
4690,-56,56,8,1
4691,148,54,6,1
4692,34,51,7,0
4693,80,44,5,0
4694,150,55,6,5
4695,88,50,7,0
4696,92,50,7,0
4697,148,60,7,0
4698,102,63,8,0
4699,-12,58,9,2
4700,90,51,7,0
4701,34,51,8,0
4702,82,51,7,3
4703,86,51,6,0
4704,134,45,6,0
4705,152,54,6,0
4706,140,52,6,0
4707,146,49,6,0
4708,98,55,7,0
4709,140,50,6,0
4710,86,51,6,1
4711,26,43,6,5
4712,40,58,9,2
4713,140,50,6,0
4714,86,51,6,0
4715,136,44,5,0
4716,-8,54,9,4
4717,134,45,6,0
4718,98,55,7,0
4719,26,45,7,0
4720,96,56,6,5
4721,96,54,6,1
4722,136,52,5,0
4723,100,54,6,1
4724,140,52,5,0
4725,94,57,7,5
4726,146,49,6,0
4727,86,49,6,5
4728,92,56,7,1
4729,48,54,8,3
4730,144,52,6,0
4731,90,49,7,0
4732,94,55,7,0
4733,92,50,7,0
4734,36,50,8,0
4735,132,44,5,1
4736,94,55,6,0
4737,-24,50,9,1
4738,86,51,6,5
4739,130,45,6,1
4740,150,55,6,0
4741,78,43,6,1
4742,132,44,5,1
4743,150,57,7,0
4744,-8,54,9,0
4745,134,45,6,0
4746,98,57,6,0
4747,142,57,7,1
4748,46,55,8,1
4749,78,45,7,0
4750,146,49,6,0
4751,146,57,7,0
4752,150,55,6,0
4753,-26,51,9,0
4754,88,52,7,0
4755,96,54,7,2
4756,134,45,6,0
4757,96,54,6,1
4758,134,53,7,0
4759,152,54,6,0
4760,88,50,6,0
4761,76,44,6,1
4762,98,55,7,0
4763,88,50,6,5
4764,138,51,6,5
4765,30,45,8,0
4766,146,49,6,0
4767,94,55,6,0
4768,134,45,6,0
4769,44,54,8,1
4770,36,50,7,5
4771,36,50,7,0
4772,-26,43,6,0
4773,28,44,6,4
4774,148,56,6,0
4775,48,56,7,5
4776,104,64,7,5
4777,146,49,6,0
4778,142,49,6,0
4779,96,54,7,0
4780,130,45,6,1
4781,142,49,6,1
4782,44,54,9,0
4783,26,43,7,0
4784,138,51,6,5
4785,136,50,6,6
4786,88,52,7,0
4787,146,57,7,0
4788,0,54,8,0
4789,136,50,5,1
4790,78,45,7,1
4791,146,55,6,2
4792,76,50,9,0
4793,88,52,7,5
4794,-6,57,8,5
4795,40,54,8,3
4796,-28,44,7,2
4797,148,54,6,1
4798,78,45,7,1
4799,146,49,6,0
4800,42,55,8,5
4801,134,45,6,0
4802,98,55,7,0
4803,126,45,6,6
4804,-6,55,8,0
4805,88,52,7,6
4806,146,49,6,5
4807,94,55,8,1
4808,78,43,6,1
4809,140,50,6,0
4810,142,51,6,0
4811,36,50,7,0
4812,134,45,6,0
4813,90,49,7,1
4814,90,49,7,0
4815,46,55,7,0
4816,128,44,5,2
4817,100,54,7,0
4818,136,44,5,0
4819,100,54,7,5
4820,36,50,8,1
4821,88,50,7,0
4822,30,43,6,0
4823,80,44,6,1
4824,96,56,6,0
4825,52,62,9,0
4826,132,44,5,1
4827,92,56,7,7
4828,96,56,7,5
4829,146,65,7,6
4830,52,56,7,1
4831,146,49,6,0
4832,42,55,8,3
4833,130,45,6,5
4834,42,55,8,1
4835,-22,45,8,0
4836,152,54,6,0
4837,140,50,6,0
4838,38,51,6,1
4839,80,44,5,0
4840,38,49,8,0
4841,40,48,6,0
4842,94,55,7,0
4843,132,44,5,1
4844,94,49,7,0
4845,94,57,8,5
4846,150,55,6,0
4847,78,45,7,0
4848,96,54,6,0
4849,-16,52,9,3
4850,40,56,8,9
4851,90,49,7,0
4852,146,55,6,1
4853,134,45,6,0
4854,-8,54,9,4
4855,40,52,7,0
4856,148,54,6,1
4857,84,52,6,0
4858,-46,63,10,0
4859,138,51,6,1
4860,80,52,7,1
4861,36,48,6,0
4862,100,54,7,0
4863,134,45,6,0
4864,96,56,6,0
4865,92,48,6,0
4866,150,55,6,0
4867,88,50,7,0
4868,140,50,6,0
4869,134,53,7,0
4870,94,55,6,1
4871,30,51,7,4
4872,92,50,7,0
4873,-60,52,9,0
4874,42,55,7,5
4875,140,50,6,0
4876,136,52,6,1
4877,100,54,7,0
4878,90,51,7,0
4879,140,52,6,0
4880,92,56,7,6
4881,50,57,9,0
4882,102,57,8,5
4883,152,54,6,0
4884,138,51,5,0
4885,136,44,5,0
4886,146,49,6,0
4887,104,54,6,0
4888,84,52,7,0
4889,102,55,7,0
4890,140,50,6,0
4891,20,42,6,5
4892,140,50,6,0
4893,22,43,6,6
4894,40,50,7,0
4895,86,51,7,0
4896,134,45,6,0
4897,152,54,6,0
4898,-68,52,9,0
4899,-4,54,8,0
4900,132,44,5,1
4901,100,56,7,0
4902,94,49,7,0
