Episode,Reward,Steps,RedLightViolations,ObstacleCollisions
7425,86,51,7,0
7426,132,52,6,1
7427,98,55,6,0
7428,86,51,7,0
7429,144,50,6,0
7430,34,51,8,0
7431,88,52,7,0
7432,98,55,6,1
7433,140,50,6,0
7434,88,50,7,0
7435,88,52,7,0
7436,100,54,7,1
7437,36,60,8,6
7438,94,57,7,5
7439,92,48,5,0
7440,96,54,7,0
7441,132,50,6,2
7442,36,50,7,0
7443,-20,44,7,0
7444,150,55,6,0
7445,24,44,6,4
7446,146,49,6,0
7447,96,56,7,0
7448,-2,57,9,0
7449,96,54,7,1
7450,88,52,7,0
7451,152,62,8,0
7452,92,50,7,0
7453,80,44,5,4
7454,146,57,6,0
7455,48,54,8,0
7456,86,45,7,0
7457,98,55,7,5
7458,82,43,6,0
7459,28,44,6,0
7460,152,54,6,0
7461,28,52,7,1
7462,146,49,6,5
7463,96,54,7,5
7464,130,45,6,1
7465,38,47,7,0
7466,140,50,6,0
7467,138,51,6,1
7468,140,50,6,0
7469,88,50,7,5
7470,88,52,7,0
7471,-4,54,9,0
7472,30,45,8,5
7473,148,56,5,0
7474,-8,56,9,5
7475,100,54,6,1
7476,86,51,7,0
7477,140,50,6,0
7478,132,44,5,1
7479,146,57,7,5
7480,152,54,6,0
7481,134,45,6,0
7482,88,48,6,5
7483,100,56,6,0
7484,90,49,7,0
7485,44,54,9,2
7486,-22,45,9,0
7487,106,65,9,3
7488,94,55,7,5
7489,138,51,5,0
7490,28,44,6,1
7491,106,65,8,0
7492,154,65,8,0
7493,102,57,8,0
7494,-4,54,9,1
7495,46,59,9,0
7496,134,45,6,0
7497,98,57,8,2
7498,96,54,7,1
7499,82,45,6,0
7500,96,54,7,1
7501,28,44,6,0
7502,38,49,8,0
7503,150,63,8,0
7504,136,50,6,1
7505,36,50,8,5
7506,88,52,7,1
7507,142,57,7,1
7508,88,48,6,1
7509,140,56,7,5
7510,94,57,8,5
7511,98,55,6,0
7512,136,52,6,0
7513,146,49,6,5
7514,96,54,7,1
7515,142,51,6,0
7516,36,58,9,0
7517,86,53,8,0
7518,44,54,8,1
7519,86,51,6,0
7520,88,50,7,0
7521,90,51,6,0
7522,84,44,6,0
7523,146,49,6,0
7524,-12,54,8,6
7525,88,50,6,0
7526,26,43,7,0
7527,140,52,6,0
7528,148,54,6,5
7529,134,45,6,0
7530,48,56,7,1
7531,90,49,7,0
7532,100,56,7,0
7533,148,56,6,5
7534,-2,55,9,0
7535,30,43,6,0
7536,84,44,6,0
7537,148,54,6,1
7538,140,50,6,0
7539,140,50,6,0
7540,134,45,6,0
7541,92,56,7,1
7542,102,55,7,0
7543,136,50,6,1
7544,82,51,7,0
7545,130,45,6,1
7546,142,57,8,0
7547,-6,55,9,0
7548,40,52,8,0
7549,148,54,6,1
7550,138,53,7,0
7551,150,55,6,0
7552,142,51,6,0
7553,88,50,7,1
7554,84,50,7,0
7555,82,45,7,0
7556,50,63,8,0
7557,140,50,6,0
7558,140,50,6,0
7559,130,45,6,1
7560,-60,54,9,5
7561,78,45,7,1
7562,46,55,6,5
7563,84,50,7,0
7564,86,51,7,0
7565,36,50,6,0
7566,78,43,6,1
7567,78,45,6,0
7568,-16,48,7,1
7569,148,54,6,1
7570,88,50,7,0
7571,36,50,6,0
7572,134,45,6,0
7573,98,55,7,0
7574,86,53,7,0
7575,148,54,6,1
7576,138,51,6,1
7577,134,45,6,0
7578,90,49,7,5
7579,-6,55,8,0
7580,32,50,7,0
7581,40,50,8,0
7582,86,51,7,5
7583,130,45,6,1
7584,90,49,7,0
7585,146,55,6,5
7586,140,50,6,0
7587,84,50,6,0
7588,-24,44,7,0
7589,94,57,6,5
7590,142,49,6,1
7591,58,63,9,0
7592,134,45,6,0
7593,94,57,7,1
7594,44,54,7,1
7595,-24,50,8,1
7596,134,45,6,0
7597,150,55,6,0
7598,86,51,7,0
7599,40,52,8,0
7600,152,54,6,0
7601,134,45,6,0
7602,-54,57,10,1
7603,152,56,6,0
7604,152,54,6,0
7605,88,52,6,0
7606,42,49,8,0
7607,148,56,5,0
7608,90,49,6,2
7609,54,63,9,0
7610,136,44,5,0
7611,92,56,7,1
7612,44,56,8,0
7613,142,49,6,1
7614,142,49,6,1
7615,152,54,6,0
7616,86,51,6,0
7617,140,52,6,0
7618,146,49,6,5
7619,96,54,5,0
7620,136,44,5,0
7621,148,56,6,1
7622,148,56,6,0
7623,-8,54,8,1
7624,30,43,6,0
7625,140,58,7,8
7626,22,45,7,0
7627,152,54,6,0
7628,130,45,6,1
7629,88,48,6,1
7630,50,57,8,0
7631,44,56,8,1
7632,146,55,6,5
7633,142,51,6,0
7634,78,45,7,1
7635,40,54,8,1
7636,132,44,5,1
7637,96,54,6,1
7638,140,50,6,0
7639,40,50,8,0
7640,134,45,6,0
7641,96,56,7,5
7642,102,55,7,0
7643,140,52,6,0
7644,46,57,7,0
7645,-10,55,9,0
7646,140,50,5,0
7647,86,45,7,0
7648,46,55,6,0
7649,-22,51,8,0
7650,136,50,6,1
7651,26,45,8,1
7652,42,55,7,5
7653,80,44,6,0
7654,94,55,7,0
7655,-26,45,8,1
7656,96,54,7,5
7657,142,51,6,0
7658,40,50,8,0
7659,92,52,7,0
7660,40,54,7,0
7661,140,52,5,0
7662,98,63,8,5
7663,86,53,8,0
7664,156,64,7,5
7665,100,56,7,5
7666,-2,57,10,0
7667,98,57,8,0
7668,146,49,6,0
7669,-14,57,9,5
7670,-18,49,9,5
7671,150,57,7,0
7672,96,56,8,6
7673,96,56,7,0
7674,98,55,7,0
7675,88,50,7,0
7676,32,50,6,1
7677,136,44,5,0
7678,62,71,9,0
7679,78,45,6,1
7680,-2,55,9,0
7681,40,50,7,0
7682,140,50,6,0
7683,74,43,5,6
7684,86,59,8,0
7685,80,52,6,5
7686,154,55,6,0
7687,88,50,7,5
7688,84,52,7,0
7689,98,55,7,0
7690,82,45,6,0
7691,102,57,8,0
7692,152,54,6,0
7693,34,51,8,1
7694,82,45,7,0
7695,98,57,7,0
7696,98,55,7,5
7697,-20,44,8,0
7698,40,56,6,2
7699,152,56,6,0
7700,152,54,6,0
7701,40,58,9,0
7702,88,50,7,0
7703,32,44,7,0
7704,100,54,7,5
7705,90,51,7,0
7706,40,50,6,0
7707,140,50,6,0
7708,138,53,7,0
7709,46,55,8,0
7710,92,50,7,4
7711,130,45,6,1
7712,50,63,8,0
7713,30,53,8,2
7714,86,49,7,6
7715,88,48,6,5
7716,96,54,6,0
7717,90,61,9,0
7718,0,62,9,7
7719,88,52,7,5
7720,96,56,7,0
7721,146,55,6,10
7722,136,44,5,0
7723,86,49,7,1
7724,46,55,7,0
7725,30,53,8,0
7726,48,56,8,0
7727,100,54,7,0
7728,144,58,7,0
7729,78,45,7,0
7730,94,49,7,5
7731,100,56,7,5
7732,104,62,8,4
7733,84,44,5,1
7734,150,57,7,5
7735,90,49,7,1
7736,148,56,6,0
7737,150,55,6,5
7738,138,51,6,0
7739,36,50,8,0
7740,-22,53,10,0
7741,-16,48,7,0
7742,42,49,7,0
7743,52,56,7,0
7744,30,49,8,2
7745,96,56,6,5
7746,146,57,7,1
7747,150,55,6,1
7748,76,50,9,0
7749,140,52,6,0
7750,106,63,7,1
7751,34,53,8,2
7752,-56,54,8,0
7753,130,45,6,1
7754,-6,57,10,5
7755,146,57,8,0
7756,96,56,7,0
7757,-60,56,8,5
7758,146,49,6,0
7759,150,55,5,0
7760,78,45,6,1
7761,138,49,7,1
7762,100,54,7,0
7763,86,45,7,0
7764,146,49,6,5
7765,148,54,6,1
7766,142,51,6,0
7767,32,50,8,1
7768,82,45,7,0
7769,148,56,6,0
7770,96,64,8,6
7771,152,54,6,0
7772,134,53,6,0
7773,138,49,7,1
7774,104,56,7,0
7775,148,54,6,5
7776,128,44,5,2
7777,96,56,7,4
7778,148,56,6,0
7779,36,54,8,2
7780,88,52,6,0
7781,50,63,8,0
7782,90,51,7,0
7783,136,44,5,0
7784,98,55,7,5
7785,136,52,6,0
7786,104,54,6,0
7787,90,53,8,0
7788,40,48,6,0
7789,42,57,7,1
7790,152,56,6,0
7791,146,49,6,0
7792,146,55,6,6
7793,32,44,7,0
7794,152,54,6,0
7795,136,50,7,0
7796,88,50,7,0
7797,138,51,6,0
7798,34,51,6,1
7799,136,44,5,0
7800,100,54,6,0
7801,84,44,6,0
7802,54,55,8,0
7803,36,50,8,0
7804,78,45,7,1
7805,150,55,6,0
7806,136,50,7,1
7807,84,44,6,0
7808,146,49,6,0
7809,38,49,8,0
7810,48,56,7,0
7811,102,55,6,0
7812,132,52,5,5
7813,144,56,6,2
7814,-10,49,8,0
7815,48,54,6,0
7816,26,45,8,0
7817,102,55,7,0
7818,140,50,6,0
7819,32,52,6,0
7820,98,55,7,0
7821,140,50,6,0
7822,134,45,6,0
7823,150,57,7,0
7824,152,54,6,0
7825,82,43,5,0
7826,84,52,6,0
7827,146,57,7,0
7828,152,54,6,0
7829,38,51,8,0
7830,38,51,8,0
7831,46,59,9,0
7832,82,45,7,1
7833,148,54,7,0
7834,84,52,7,0
7835,148,56,6,5
7836,138,49,6,6
7837,156,62,7,0
7838,84,44,6,0
7839,98,55,6,4
7840,138,51,6,0
7841,134,45,6,0
7842,56,62,8,0
7843,88,50,7,1
7844,140,50,6,0
7845,88,50,7,1
7846,140,50,6,0
7847,74,45,6,1
7848,94,49,7,0
7849,98,55,7,1
7850,88,50,7,1
7851,136,44,5,0
7852,30,49,9,0
7853,84,48,6,2
7854,148,54,6,1
7855,36,50,7,0
7856,28,44,6,0
7857,44,56,8,1
7858,152,54,6,0
7859,138,51,6,6
7860,130,45,6,1
7861,146,49,6,0
7862,100,62,8,2
7863,82,43,6,0
7864,144,50,6,0
7865,130,51,6,10
7866,78,45,6,0
7867,142,49,6,1
7868,146,55,6,0
7869,78,45,7,1
7870,46,55,7,5
7871,144,50,6,0
7872,140,50,6,0
7873,92,50,6,0
7874,82,45,6,0
7875,-160,54,11,0
7876,40,58,9,0
7877,80,50,7,2
7878,86,51,7,1
7879,136,44,5,0
7880,98,57,8,1
7881,90,49,7,0
7882,38,55,8,7
7883,80,44,6,0
7884,98,55,7,0
7885,132,44,5,1
7886,94,57,8,1
7887,158,63,7,0
7888,76,44,6,2
7889,148,56,6,1
7890,142,49,6,1
7891,100,56,7,0
7892,36,48,7,0
7893,48,54,7,0
7894,82,45,6,1
7895,46,63,8,1
7896,88,50,7,4
7897,-76,42,9,0
7898,86,45,6,0
7899,36,48,7,5
7900,52,62,9,1
7901,90,51,7,0
7902,-28,50,7,5
7903,32,52,8,1
7904,100,56,7,5
7905,-16,48,7,1
7906,152,56,6,0
7907,100,56,6,0
7908,150,55,6,0
7909,-18,61,11,1
7910,-60,54,10,0
7911,134,53,6,1
7912,152,54,6,5
7913,138,51,6,0
7914,82,45,7,0
7915,32,48,7,5
7916,142,49,6,1
7917,-68,46,9,0
7918,42,51,8,0
7919,130,45,6,1
7920,96,56,7,1
7921,150,55,6,0
7922,44,52,8,0
7923,148,54,6,5
7924,74,45,7,1
7925,146,55,7,0
7926,94,51,7,0
7927,92,50,7,3
7928,86,51,6,0
7929,86,53,8,0
7930,98,63,7,6
7931,144,50,6,0
7932,82,45,7,1
7933,-4,54,8,0
7934,80,52,7,1
7935,148,54,6,1
7936,90,53,6,0
7937,96,54,7,1
7938,130,45,6,1
7939,52,62,9,0
7940,32,50,8,0
7941,42,51,7,0
7942,134,45,6,0
7943,150,55,6,1
7944,134,45,6,0
7945,52,62,6,5
7946,144,50,6,0
7947,84,52,7,0
7948,46,63,7,0
7949,80,44,6,0
7950,148,54,7,0
7951,82,45,6,1
7952,56,62,9,0
7953,130,45,6,1
7954,-2,55,8,0
7955,36,52,8,4
7956,148,54,6,1
7957,32,52,7,2
7958,142,49,6,1
7959,150,55,6,0
7960,140,50,6,0
7961,82,51,7,5
7962,134,45,6,0
7963,150,55,6,0
7964,130,45,5,1
7965,94,55,7,1
7966,36,50,8,0
7967,88,50,7,0
7968,134,45,6,0
7969,42,49,7,0
7970,146,49,6,0
7971,146,57,8,0
7972,-18,49,9,0
7973,142,49,6,5
7974,-10,49,9,3
7975,-12,48,8,0
7976,96,56,7,0
7977,46,55,8,0
7978,30,43,6,0
7979,126,53,8,5
7980,40,48,7,4
7981,150,57,7,0
7982,50,55,7,0
7983,88,52,6,0
7984,100,54,7,0
7985,140,50,6,0
7986,132,50,6,2
7987,-12,58,10,2
7988,76,50,6,2
7989,130,45,6,5
7990,88,48,6,3
7991,152,54,6,0
7992,142,51,6,0
7993,-12,50,9,0
7994,142,51,6,0
7995,84,44,6,0
7996,100,54,7,0
7997,134,45,6,0
7998,98,55,7,1
7999,78,43,6,1
8000,88,52,7,1
8001,108,62,8,0
8002,88,50,7,0
8003,82,45,7,1
8004,152,54,6,0
8005,136,44,5,0
8006,100,54,7,0
8007,24,44,5,0
8008,152,54,6,0
8009,80,44,6,2
8010,96,54,7,0
8011,-12,52,8,0
8012,56,62,9,0
8013,40,50,6,1
8014,92,50,6,0
8015,32,50,7,0
8016,86,53,8,0
8017,146,49,6,0
8018,92,48,6,0
8019,94,55,7,5
8020,40,50,8,0
8021,-28,44,7,2
8022,98,55,7,5
8023,138,51,6,0
8024,136,44,5,0
8025,94,49,7,0
8026,96,54,7,1
8027,140,50,5,0
8028,140,50,6,0
8029,82,45,7,0
8030,92,48,6,0
8031,148,54,6,1
8032,88,50,7,0
8033,134,45,6,0
8034,146,49,6,0
8035,156,62,7,0
8036,78,45,6,1
8037,150,55,6,0
8038,136,52,6,0
8039,44,54,8,2
8040,136,44,5,0
8041,-14,49,8,4
8042,86,49,7,0
8043,-2,57,8,5
8044,96,54,6,5
8045,82,45,6,0
8046,142,49,6,5
8047,100,54,7,0
8048,86,53,7,1
8049,150,57,7,0
8050,96,56,7,0
8051,38,49,8,0
8052,96,56,6,5
8053,0,62,9,0
8054,-22,51,8,5
8055,84,52,7,0
8056,-10,49,8,0
8057,100,56,7,0
8058,148,54,7,0
8059,140,50,6,0
8060,130,45,6,5
8061,104,54,7,5
8062,80,44,6,0
8063,96,54,6,0
8064,132,50,6,6
8065,140,52,6,0
8066,152,54,6,0
8067,88,52,7,0
8068,46,55,8,5
8069,134,45,6,0
8070,100,54,6,0
8071,32,52,7,1
8072,0,56,8,0
8073,102,55,6,0
8074,136,44,5,0
8075,-4,56,8,0
8076,94,55,7,0
8077,134,45,6,0
8078,-2,55,8,0
8079,78,45,7,0
8080,142,49,6,1
8081,-50,55,8,3
8082,134,45,6,0
8083,150,55,6,5
8084,72,44,5,2
8085,100,56,7,0
8086,100,56,7,0
8087,94,57,7,0
8088,44,56,8,0
8089,100,54,7,0
8090,132,52,6,5
8091,48,54,8,0
8092,86,45,7,0
8093,90,55,7,10
8094,130,45,6,5
8095,148,56,5,1
8096,90,49,7,0
8097,-12,48,7,4
8098,100,54,7,5
8099,-16,50,9,0
8100,78,45,7,5
8101,100,54,7,0
8102,92,50,6,0
8103,136,44,5,0
8104,44,56,8,0
8105,-16,56,8,5
8106,100,54,7,0
8107,-8,52,9,0
8108,150,55,6,0
8109,128,44,5,2
8110,152,54,6,0
8111,138,51,6,1
8112,-28,50,8,3
8113,134,45,6,0
8114,148,54,6,1
8115,88,50,7,0
8116,88,50,6,5
8117,-62,51,9,0
8118,-10,51,8,0
8119,90,51,6,0
8120,-116,52,9,0
8121,34,47,7,5
8122,90,51,7,0
8123,80,44,6,1
8124,150,55,6,0
8125,22,45,7,1
8126,48,62,9,0
8127,144,58,6,0
8128,30,51,7,1
8129,84,44,6,0
8130,98,55,7,1
8131,84,52,7,0
8132,94,57,8,0
8133,96,56,7,0
8134,-4,54,9,0
8135,140,50,6,0
8136,134,45,6,0
8137,148,56,6,0
8138,146,57,6,0
8139,-56,62,10,5
8140,38,53,9,1
8141,150,55,6,0
8142,130,45,6,5
8143,148,62,7,1
8144,140,50,6,0
8145,90,53,8,0
8146,96,54,7,6
8147,134,45,6,0
8148,98,55,7,0
8149,134,45,6,0
8150,-12,54,8,5
8151,82,43,6,0
8152,130,45,5,1
8153,148,54,6,1
8154,140,50,6,0
8155,138,51,6,0
8156,80,44,6,0
8157,146,49,6,0
8158,96,54,6,0
8159,86,45,7,0
8160,152,56,6,0
8161,96,54,6,5
8162,78,45,7,0
8163,102,57,8,0
8164,100,54,7,0
8165,78,45,6,0
8166,148,62,7,10
8167,90,51,7,0
8168,80,44,6,5
8169,52,64,9,2
8170,146,57,6,0
8171,152,56,6,0
8172,44,56,9,1
8173,48,56,8,0
8174,48,54,7,0
8175,82,51,7,5
8176,-80,44,8,0
8177,146,49,6,0
8178,150,55,6,0
8179,136,44,5,0
8180,108,62,8,0
8181,134,45,6,0
8182,90,49,7,1
8183,152,54,6,0
8184,130,45,6,1
8185,152,54,6,0
8186,82,45,6,0
8187,94,55,6,0
8188,36,52,7,5
8189,44,56,7,0
8190,152,54,6,0
8191,36,50,7,0
8192,134,45,6,0
8193,-10,49,9,0
8194,104,54,6,0
8195,140,50,6,0
8196,134,45,6,0
8197,-8,54,9,4
8198,138,51,6,5
8199,134,45,6,0
8200,100,56,5,0
8201,146,49,6,5
8202,98,57,7,0
8203,152,62,7,0
8204,74,45,7,1
8205,146,49,6,0
8206,52,62,8,2
8207,90,51,7,0
8208,92,52,7,0
8209,146,57,7,1
8210,148,56,6,0
8211,38,49,7,0
8212,38,49,7,1
8213,56,62,8,0
8214,140,52,6,0
8215,150,55,6,0
8216,84,50,6,1
8217,140,50,6,0
8218,136,44,5,0
8219,50,55,8,0
8220,82,43,5,0
8221,92,50,7,0
8222,88,50,7,0
8223,144,58,7,1
8224,22,45,8,0
8225,44,56,7,0
8226,148,56,6,0
8227,100,54,7,0
8228,88,52,7,0
8229,142,49,6,1
8230,150,55,6,5
8231,90,53,8,0
8232,42,55,9,5
8233,134,51,6,5
8234,128,44,5,2
8235,90,49,8,0
8236,64,70,10,0
8237,86,51,7,1
8238,80,50,6,1
8239,96,68,9,0
8240,94,49,6,1
8241,38,49,7,1
8242,150,55,6,5
8243,90,51,7,0
8244,138,51,6,0
8245,130,45,6,5
8246,90,55,7,7
8247,130,45,6,5
8248,100,56,6,0
8249,102,55,7,0
8250,134,45,6,0
8251,94,49,6,4
8252,40,54,8,1
8253,86,45,6,0
8254,150,55,5,0
8255,140,50,6,0
8256,78,45,7,1
8257,158,63,6,0
8258,136,44,5,0
8259,142,49,6,1
8260,108,62,7,0
8261,132,50,5,7
8262,136,44,5,0
8263,92,54,7,5
8264,-130,45,10,0
8265,94,49,7,0
8266,146,49,6,0
8267,92,54,7,2
8268,140,50,6,0
8269,84,52,6,0
8270,30,49,8,1
8271,96,54,7,0
8272,140,50,6,0
8273,136,50,6,1
8274,-60,58,9,0
8275,134,45,6,0
8276,-6,57,8,0
8277,-2,55,8,0
8278,136,44,5,0
8279,102,55,7,0
8280,30,43,7,0
8281,140,50,6,1
8282,128,44,5,2
8283,138,49,6,1
8284,150,55,6,5
8285,134,45,6,0
8286,100,54,7,5
8287,84,44,6,0
8288,150,55,6,0
8289,88,52,7,0
8290,100,54,7,0
8291,92,58,8,0
8292,28,44,6,0
8293,150,55,6,0
8294,40,50,7,0
8295,86,53,8,0
8296,86,49,6,1
8297,42,49,8,0
8298,146,55,6,5
8299,40,52,7,0
8300,148,56,6,0
8301,42,55,8,0
8302,88,50,6,0
8303,78,45,7,1
8304,148,54,7,0
8305,92,50,7,0
8306,-66,53,10,0
8307,138,49,7,1
8308,156,62,7,0
8309,34,51,7,2
8310,140,52,6,0
8311,148,54,6,1
8312,84,50,6,0
8313,78,45,7,0
8314,148,54,6,5
8315,134,45,6,0
8316,100,54,7,0
8317,140,52,6,0
8318,152,56,6,0
8319,154,55,6,5
8320,80,44,4,0
8321,94,55,6,1
8322,136,44,5,0
8323,34,49,9,0
8324,36,48,7,6
8325,138,49,7,1
8326,40,48,6,0
8327,146,49,6,0
8328,96,54,7,0
8329,138,53,7,1
8330,152,56,6,0
8331,104,54,7,0
8332,136,44,5,0
8333,96,56,7,0
8334,-4,54,8,0
8335,22,45,7,5
8336,146,49,6,0
8337,-56,54,10,0
8338,78,43,6,1
8339,92,52,6,0
8340,50,63,9,0
8341,84,52,5,0
8342,104,64,7,0
8343,-4,54,9,0
8344,136,44,5,0
8345,92,54,7,0
8346,88,50,7,1
8347,130,45,6,1
8348,104,64,8,0
8349,-4,56,9,5
8350,-18,49,8,1
8351,144,56,6,1
8352,148,54,6,1
8353,90,51,7,0
8354,136,44,5,0
8355,42,57,8,2
8356,100,54,7,5
8357,136,44,5,0
8358,-48,64,10,1
8359,102,63,7,5
8360,88,50,7,0
8361,84,50,7,0
8362,80,44,6,0
8363,152,62,7,1
8364,138,51,6,0
8365,28,42,6,0
8366,84,44,6,0
8367,146,49,6,5
8368,94,49,6,0
8369,152,62,7,0
8370,26,45,8,1
8371,98,57,8,0
8372,90,57,8,1
8373,104,56,7,0
8374,46,55,7,0
8375,82,45,7,0
8376,42,55,8,6
8377,90,51,7,0
8378,86,53,8,0
8379,44,54,8,1
8380,140,50,6,0
8381,86,45,7,0
8382,-4,54,7,1
8383,26,45,6,0
8384,152,62,6,5
8385,92,52,6,0
8386,150,55,6,0
8387,78,51,7,6
8388,-12,50,7,1
8389,88,50,5,6
8390,136,44,5,0
8391,56,62,9,0
8392,80,44,6,0
8393,142,49,6,5
8394,42,55,9,1
8395,140,50,6,0
8396,30,43,6,0
8397,138,51,6,0
8398,30,45,6,0
8399,96,56,7,1
8400,96,54,5,1
8401,76,44,5,1
8402,38,55,9,3
8403,86,51,7,0
8404,84,52,7,5
8405,38,49,8,0
8406,150,55,6,0
8407,140,50,6,0
8408,140,50,6,0
8409,40,52,8,0
8410,48,54,9,0
8411,134,45,6,0
8412,32,48,6,5
8413,40,48,6,0
8414,104,62,8,0
8415,30,45,7,0
8416,156,62,7,0
8417,136,52,6,0
8418,38,49,7,0
8419,86,49,8,0
8420,98,55,7,2
8421,144,58,7,0
8422,136,50,6,1
8423,-26,45,9,1
8424,42,49,6,0
8425,46,55,8,1
8426,136,52,6,0
8427,108,62,8,0
8428,30,45,8,0
8429,98,57,7,1
8430,94,55,6,0
8431,140,52,6,0
8432,96,56,7,0
8433,48,54,7,5
8434,38,53,7,0
8435,142,49,6,1
8436,150,55,6,0
8437,128,44,5,2
8438,142,49,6,1
8439,142,57,8,10
8440,144,54,7,1
8441,90,53,8,0
8442,98,57,8,0
8443,148,54,6,1
8444,136,50,6,1
8445,38,53,8,0
8446,146,49,6,5
8447,98,55,6,0
8448,28,44,7,0
8449,150,55,6,0
8450,42,59,9,0
8451,130,45,6,5
8452,148,56,6,0
8453,94,55,6,0
8454,100,58,8,0
8455,132,44,5,5
8456,92,54,6,5
8457,82,45,6,0
8458,-18,49,8,1
8459,94,49,7,0
8460,148,54,6,1
8461,34,51,8,5
8462,140,58,7,0
8463,84,44,5,0
8464,40,48,6,4
8465,150,63,7,0
8466,134,45,6,0
8467,146,57,7,0
8468,46,55,8,0
8469,138,51,6,0
8470,92,50,7,0
8471,134,45,6,0
8472,4,62,9,0
8473,142,51,6,0
8474,126,45,6,2
8475,148,54,6,1
8476,82,45,7,0
8477,30,49,8,6
8478,150,55,6,0
8479,130,45,6,5
8480,96,56,7,0
8481,146,55,6,5
8482,44,50,8,0
8483,142,51,6,0
8484,34,51,7,5
8485,-26,53,10,1
8486,154,57,7,0
8487,94,57,8,1
8488,152,54,6,0
8489,140,50,6,0
8490,84,44,6,0
8491,44,54,7,0
8492,140,50,6,0
8493,92,50,7,0
8494,82,45,6,0
8495,96,54,7,5
8496,86,45,7,0
8497,154,63,7,1
8498,140,50,5,0
8499,32,50,6,1
8500,88,50,7,1
8501,134,45,6,0
8502,94,55,7,5
8503,136,52,6,0
8504,86,49,8,1
8505,46,57,9,1
8506,-10,49,9,0
8507,146,57,6,5
8508,94,49,7,0
8509,90,57,7,2
8510,152,54,6,0
8511,86,45,7,0
8512,148,54,6,1
8513,84,44,5,0
8514,152,54,6,0
8515,144,50,6,0
8516,134,45,6,0
8517,148,56,5,0
8518,88,56,7,1
8519,96,54,7,0
8520,136,44,5,0
8521,-10,55,8,2
8522,126,45,6,2
8523,-10,55,9,0
8524,140,50,6,0
8525,88,50,6,0
8526,22,45,8,0
8527,100,56,7,0
8528,92,54,6,5
8529,134,45,6,0
8530,96,56,7,1
8531,100,56,6,0
8532,148,54,6,1
8533,76,44,6,1
8534,106,63,8,0
8535,140,50,6,0
8536,80,44,6,5
8537,40,48,6,0
8538,-10,57,10,5
8539,150,55,6,0
8540,78,45,7,2
8541,90,49,7,0
8542,98,57,8,0
8543,148,56,6,0
8544,86,49,7,1
8545,102,55,7,0
8546,30,43,7,0
8547,86,51,7,1
8548,82,45,7,0
8549,-56,56,10,0
8550,38,49,7,1
8551,86,55,7,6
8552,146,59,7,0
8553,40,52,7,0
8554,48,54,8,0
8555,134,45,6,0
8556,96,56,7,0
8557,146,49,6,0
8558,104,62,8,6
8559,86,51,7,0
8560,78,45,5,0
8561,100,54,7,0
8562,28,44,7,0
8563,100,54,7,0
8564,90,59,8,3
8565,38,53,9,0
8566,-10,57,9,1
8567,148,56,6,0
8568,92,48,6,0
8569,94,49,7,0
8570,36,48,7,5
8571,48,56,7,0
8572,142,49,6,1
8573,98,55,6,0
8574,134,45,6,0
8575,146,49,6,0
8576,146,49,6,0
8577,94,57,8,1
8578,-14,49,8,0
8579,44,54,7,0
8580,92,50,7,0
8581,30,53,8,0
8582,48,54,8,0
8583,42,51,7,0
8584,82,45,7,0
8585,52,62,9,0
8586,44,58,9,6
8587,88,58,8,2
8588,82,51,7,0
8589,42,61,10,2
8590,98,57,8,5
8591,44,54,8,1
8592,130,45,6,5
8593,146,55,6,10
8594,92,50,7,0
8595,88,50,7,0
8596,32,44,7,0
8597,152,54,6,0
8598,132,44,5,1
8599,98,55,7,0
8600,140,52,6,1
8601,98,57,8,1
8602,152,54,6,0
8603,140,50,6,0
8604,84,52,7,1
8605,150,57,7,0
8606,48,54,7,5
8607,130,45,6,1
8608,102,63,8,1
8609,136,44,5,0
8610,44,56,8,5
8611,150,55,5,0
8612,88,50,6,0
8613,78,43,6,1
8614,34,51,8,0
8615,134,45,6,0
8616,-8,54,8,5
8617,140,50,6,0
8618,38,53,9,0
8619,46,55,8,5
8620,88,50,6,0
8621,80,44,6,0
8622,-2,63,9,1
8623,74,45,7,2
8624,46,57,9,1
8625,150,55,6,0
8626,90,53,8,0
8627,100,54,7,0
8628,84,44,6,0
8629,90,49,7,4
8630,42,55,8,0
8631,90,51,7,5
8632,94,59,7,0
8633,140,50,5,0
8634,134,45,6,0
8635,48,62,8,3
8636,134,45,6,0
8637,146,55,6,5
8638,128,44,5,2
8639,48,54,8,2
8640,136,44,5,0
8641,40,54,8,1
8642,32,44,6,0
8643,96,54,7,0
8644,138,53,6,0
8645,90,49,6,1
8646,100,56,6,0
8647,-16,54,10,0
8648,-20,44,8,0
8649,-8,54,8,5
8650,144,50,6,0
8651,38,51,7,0
8652,90,51,7,1
8653,134,51,6,2
8654,88,52,7,0
8655,148,56,6,0
8656,108,62,8,0
8657,30,45,7,0
8658,146,49,6,0
8659,-44,70,12,5
8660,30,51,8,1
8661,82,43,6,0
8662,138,51,6,0
8663,136,44,5,0
8664,0,56,8,0
8665,148,56,6,5
8666,150,55,5,0
8667,84,50,7,5
8668,138,51,5,0
8669,136,44,5,0
8670,42,57,7,6
8671,44,54,8,5
8672,136,44,5,0
8673,142,49,6,1
8674,46,55,8,0
8675,132,44,5,5
8676,148,54,6,1
8677,88,50,7,0
8678,76,44,5,1
8679,92,48,6,0
8680,44,56,8,0
8681,-52,62,9,0
8682,132,44,5,1
8683,146,49,6,0
8684,50,57,9,0
8685,96,54,6,1
